category_no,category_name,parent_category_no
202535,ラック・スタンド,100012
202534,その他,100017
202535,ラック・スタンド,100017
202540,ガーデニング資材,100012
201529,磁気治療器,101035
201529,磁気治療器,101048
201529,磁気治療器,101048
201533,歩行関連用品,101058
101061,その他,201533
201536,排泄関連用品,101058
101062,その他,201536
201578,マッサージ器,101035
201578,マッサージ器,101048
201591,ベビー向けおもちゃ,101189
101453,その他,201344
201672,マウンテンバイク,101157
101159,その他,201672
201683,折りたたみ自転車,101157
201652,人形,101189
101191,その他,201652
101160,その他,201683
201689,シティサイクル,101157
101158,その他,201689
201695,アクセサリー・グッズ,101157
101263,絵本,201591
101161,その他,201695
201662,トイレ用品,101213
101047,歩数計,201865
201834,サーフィン,101100
201837,ダイビング,101100
101105,その他,201834
201874,テント・タープ,101070
201863,キャップ・帽子,101086
201851,カヌー・カヤック,101100
201857,メンズウエア,101094
201863,キャップ・帽子,101094
201890,登山・トレッキング,101070
201890,登山・トレッキング,101070
101113,その他,201890
101113,その他,201890
201937,水泳,101070
201950,バドミントン,101070
201955,卓球,101070
201959,バスケットボール,101070
201963,バレーボール,101070
202010,トヨタ,101115
202080,日産,101115
202134,ホンダ,101115
202178,マツダ,101115
202210,三菱,101115
202240,スバル,101115
202254,ダイハツ,101115
202271,いすゞ,101115
202280,スズキ,101115
202299,BMW,101115
100881,石材関連,202540
202312,アウディ,101115
100896,木材・工房,202540
202558,ウッドデッキ,100880
202558,ウッドデッキ,100880
202323,アルファロメオ,101115
202334,オールズモビル,101115
202335,オペル,101115
202344,クライスラー,101115
202351,サーブ,101115
202357,シボレー,101115
202368,ジャガー,101115
202379,ビュイック,101115
202381,フィアット,101115
202388,フォード,101115
203226,ゼリー,100283
202399,フォルクスワーゲン,101115
100285,その他,203236
100299,その他,203226
202411,プジョー,101115
202420,メルセデス・ベンツ,101115
100286,その他,203251
202439,ポルシェ,101115
202446,ボルボ,101115
203021,カーディガン,100542
202462,ランドローバー,101115
202469,ローバー,101115
203056,チャイルドシート,100533
202480,外装パーツ,101126
202488,サマータイヤ・タイヤホイールセット,101126
101127,その他,202488
202490,工具,101126
101138,その他,202480
202570,オークション代行,101115
202571,キャンピングカー,101115
202574,バーキン,101115
202576,ブラバス,101115
202579,ランチア,101115
202580,ルノー,101115
202581,ロータス,101115
202652,ソフトボール,101070
203060,キャリーケース,100683
203060,キャリーケース,100683
203024,子供部屋,100804
203024,子供部屋,100804
201874,テント・タープ,101975
201877,調理器具・バーべキュー用品,101975
201883,イス・テーブル・レジャーシート,101975
201887,キャンプ用寝具,101975
201894,ライト,101975
202952,プロジェクター,100933
100850,スリッパラック,203069
202559,業務用品・サービス,101438
101139,その他,203056
203260,健康アクセサリー,100938
204198,ホームシアター・プロジェクター,100026
203260,健康アクセサリー,100984
101057,その他,203260
203107,熱帯魚・アクアリウム,101213
101217,その他,203107
204403,ティラミス,100283
204411,ゴーフル,100283
204413,ラスク,100283
204439,ワイングッズ,100317
204449,セット,100330
100625,石けん,204238
100626,ボディソープ,204238
204198,ホームシアター・プロジェクター,100804
204142,編物道具,100872
204149,和洋裁材料,100872
100874,ボタン,204149
204803,ダチョウ肉,100228
204161,和洋裁道具,100872
204805,みかん,100246
204167,電動工具,100890
204814,ピューレ,100246
204835,冷凍食品,100268
204836,レトルト食品,100268
204856,梅干し,100250
100254,その他,204856
204862,冷や麦,100256
204864,長崎ちゃんぽん,100256
204865,インスタント麺,100256
204490,冷蔵庫,100644
204871,寿司,100269
204492,掃除機,100656
204872,クロワッサン,100293
204873,ロールパン,100293
204874,惣菜パン,100293
204875,セット・詰め合わせ,100293
204233,メイクアップ,100939
204877,ソース,100300
204245,美容機器・脱毛,100939
204245,美容機器・脱毛,100939
100310,その他,204877
204238,バスグッズ,100960
204585,電子レンジ・オーブン・トースター,100644
204586,炊飯器,100644
204588,ホームベーカリー,100644
100851,ワインラック,204439
204175,ハムスター,101213
204179,フェレット,101213
204183,鳥,101213
204745,デンタルケア用品,100660
204759,歯磨き粉,100660
204674,ダイエット器具,100804
204286,その他動物,101213
204600,電子辞書,100901
101216,その他,204286
204600,電子辞書,100933
204519,空気清浄機,101036
204546,除湿機,101036
204549,加湿器,101036
204655,ダイエットスイーツ,100984
204653,ヘルシー米,100987
204673,ダイエットドリンク,100984
204674,ダイエット器具,100984
204674,ダイエット器具,100984
100985,その他,204674
204675,ダイエットウエア・サポーター,100984
100985,その他,204674
205129,スモック,100542
205132,マフラー,100542
205139,ブラウス・シャツ,100542
204744,矯正グッズ,100938
204745,デンタルケア,100938
204745,デンタルケア,100938
205142,水着,100542
205145,雨具,100542
205149,アクセサリー・髪飾り・サスペンダー・ネクタイ,100542
100541,その他,205157
101035,健康グッズ・マッサージ関連,204674
204674,ダイエット器具,101035
204675,ダイエットウエア・サポーター,101035
204729,栄養・健康ドリンク,100987
204738,栄養調整食品,100987
204674,ダイエット器具,101070
101033,その他,204729
101033,その他,204729
101031,その他,204738
204742,低反発グッズ,101035
204742,低反発グッズ,101036
204742,低反発グッズ,101036
204750,フットケア用品,101035
204750,フットケア用品,101035
204754,コルセット,101035
204762,鼻炎治療器,101048
204762,鼻炎治療器,101048
204766,車椅子,101058
204767,入浴用品,101058
101060,その他,204766
204768,失禁用品,101058
204769,介護用衣料,101058
204770,介護用食事関連,101058
101063,その他,204767
101064,その他,204768
101066,その他,204769
101067,その他,204770
101759,その他,204199
204915,クロスバイク,101157
205002,板,101086
205003,ブーツ,101086
204994,ウェットスーツ,101100
204998,船・ボート,101100
205015,板,101094
205016,ブーツ,101094
205017,ビンディング,101094
205200,衛生・ヘルスケア,100939
205203,ベビー用散髪はさみ,100940
205074,陸上・トラック競技,101070
205099,レーダー探知機,101126
204306,ナイフ&ツール,101975
205515,ソファ・ソファベッド,100804
205779,梱包資材,100554
205263,のりもの,101070
206331,ガーデンファニチャー,100012
100833,その他,205515
205546,スペーシングベッド,100823
205548,電動・リクライニングベッド,100823
100827,その他,205582
205776,洗濯ネット,100645
205775,ワックス,100656
100830,その他,205604
100825,その他,205612
100829,その他,205613
205777,つっぱり棒,100679
205778,布団圧縮袋,100679
205778,布団圧縮袋,100679
205653,天井照明,100805
205653,天井照明,100805
205654,壁掛け照明,100805
205654,壁掛け照明,100805
100807,その他,205653
100808,その他,205654
101201,三輪車,205263
205788,廊下敷きマット,100677
205677,カーテン,100804
205678,ロールスクリーン,100804
205680,ブラインド,100804
100696,その他,205789
100696,その他,205789
205645,メタルラック,100847
205646,ウッドラック,100847
205647,ファイルラック,100847
205648,多目的ラック,100847
205838,ラッピング用袋,100672
205582,枕,100938
205738,パネル・パーテーション,100804
100835,その他,205718
205805,温度計,100788
100794,泡だて器,205804
205584,竹炭枕,101036
205585,そばがら枕,101036
205586,い草枕,101036
205587,トルマリン枕,101036
205589,羽根枕,101036
205590,ひのき枕,101036
205725,オフィス収納,100933
205725,オフィス収納,100933
205726,オフィスデスク,100933
205726,オフィスデスク,100933
205728,役員用家具,100933
205728,役員用家具,100933
205737,テーブル,100933
205737,テーブル,100933
205738,パネル・パーテーション,100933
205738,パネル・パーテーション,100933
205739,オフィスチェア,100933
205739,オフィスチェア,100933
205748,ホワイトボード,100933
205826,書道用具,100901
205826,書道用具,100901
206361,スーツ・セットアップ,100372
100373,その他,206361
206362,パンツ・ボトムス,100372
205833,ラッピング用品,100901
205833,ラッピング用品,100901
206363,ワイシャツ,100372
206364,フォーマル,100372
100375,その他,206362
206365,コート,100372
100376,その他,206363
100378,その他,206364
100377,その他,206365
100982,その他,205761
205824,多機能ペン,100926
100930,その他,205833
205873,画材,100901
205873,画材,100901
100383,その他,206477
100386,その他,206508
101900,その他,204994
206545,着物,100428
206546,帯,100428
206547,部屋着,100428
206548,女性履物,100428
206549,女性浴衣,100428
100403,その他,206664
206695,シャツ,100434
100438,その他,206695
205900,カセット,101240
206699,ランジェリー,100442
